"","Character","Occupation","Category","appearances","HigherCategory","Rank","Rank2","id"
"243","Jean-Claude Van Damme","Belgian actor, martial artist, screenwriter, film producer, and director best known for his martial arts action films","Acting Entertainer","1","Entertainer","-0.5","1","243"
"244","Jeanne Tripplehorn","American film and television actress","Acting Entertainer","1","Entertainer","-0.5","1","244"
"245","Jeff Foxworthy","American stand-up comedian, actor, television personality, radio personality and author","Acting Entertainer","2","Entertainer","-0.5","1","245"
"246","Jeff Goldblum","American actor, best known for starring in the highest-grossing films of his era, Jurassic Park (1993) and Independence Day (1996)","Acting Entertainer","1","Entertainer","-0.5","1","246"
"247","Jeff Harris","TV producer, director, writer","Acting Entertainer","1","Entertainer","-0.5","1","247"
"248","Jennifer Aniston","American actress, producer, and businesswoman","Acting Entertainer","1","Entertainer","-0.5","1","248"
"249","Jennifer Lawrence","American actress","Acting Entertainer","1","Entertainer","-0.5","1","249"
"250","Jennifer Tilly","Canadian-American actress and poker player","Acting Entertainer","3","Entertainer","-0.5","1","250"
"251","Jenny McCarthy","American actress, model, television host, comedian, author, screenwriter, and anti-vaccine activist","Acting Entertainer","2","Entertainer","-0.5","1","251"
"252","Jerry Mathers","American television, film, and stage actor","Acting Entertainer","1","Entertainer","-0.5","1","252"
"253","Jerry Seinfeld","American comedian, actor, writer, producer and director who is best known for portraying a semifictional version of himself in the sitcom Seinfeld, which he created and wrote with Larry David","Acting Entertainer","2","Entertainer","-0.5","1","253"
"254","Jessica Hahn","American model and actress","Acting Entertainer","3","Entertainer","-0.5","1","254"
"255","Jim Carrey","Canadian-American actor, comedian, impressionist, screenwriter, and producer","Acting Entertainer","2","Entertainer","-0.5","1","255"
"256","Jim Parsons","American actor","Acting Entertainer","2","Entertainer","-0.5","1","256"
"257","Jimmy Stewart","American actor and military officer who is among the most honored and popular stars in film history","Acting Entertainer","11","Entertainer","-0.5","1","257"
"258","Jo Anne Worley","American actress","Acting Entertainer","2","Entertainer","-0.5","1","258"
"259","Joan Collins","English actress, author, and columnist","Acting Entertainer","6","Entertainer","-0.5","1","259"
"260","Joan Cusack","American actress","Acting Entertainer","2","Entertainer","-0.5","1","260"
"261","Joan Embery","actress","Acting Entertainer","3","Entertainer","-0.5","1","261"
"262","Joan Rivers","American comedian, actress, writer, producer, and television host noted for her often controversial comedic persona","Acting Entertainer","11","Entertainer","-0.5","1","262"
"263","JoBeth Williams","American film, television and stage actress","Acting Entertainer","1","Entertainer","-0.5","1","263"
"264","Jodie Foster","American actress and filmmaker who has worked in films and on television","Acting Entertainer","4","Entertainer","-0.5","1","264"
"265","Joe Pantoliano","American actor","Acting Entertainer","1","Entertainer","-0.5","1","265"
"266","Joe Rogan","American stand-up comedian, sports color commentator, television host, actor, and podcast host","Acting Entertainer","1","Entertainer","-0.5","1","266"
"267","Joel Surnow","American television writer, producer, and director","Acting Entertainer","1","Entertainer","-0.5","1","267"
"268","John Barrymore","American actor on stage, screen and radio","Acting Entertainer","1","Entertainer","-0.5","1","268"
"269","John Goodman","American actor","Acting Entertainer","1","Entertainer","-0.5","1","269"
"270","John Malkovich","American actor, director, and producer","Acting Entertainer","2","Entertainer","-0.5","1","270"
"271","Johnny Whitaker","American actor notable for several performances for film and television during his childhood","Acting Entertainer","1","Entertainer","-0.5","1","271"
"272","Jon Cryer","American actor, screenwriter, television director, and film producer","Acting Entertainer","2","Entertainer","-0.5","1","272"
"273","Jon Gilbert","soundman for TV show Most Haunted","Acting Entertainer","1","Entertainer","-0.5","1","273"
"274","Jonah Hill","American actor, producer, screenwriter and comedian","Acting Entertainer","2","Entertainer","-0.5","1","274"
"275","Jonathan Lipnicki","American actor","Acting Entertainer","1","Entertainer","-0.5","1","275"
"276","Jordan Black","American comedy writer and actor","Acting Entertainer","1","Entertainer","-0.5","1","276"
"277","Jorge Garcia","American actor and comedian","Acting Entertainer","2","Entertainer","-0.5","1","277"
"278","Josh Peck","American actor, voice actor and comedian","Acting Entertainer","1","Entertainer","-0.5","1","278"
"279","Joy Behar","American comedian, writer, and actress","Acting Entertainer","9","Entertainer","-0.5","1","279"
"280","Judd Nelson","American actor, screenwriter, and producer","Acting Entertainer","1","Entertainer","-0.5","1","280"
"281","Judge Judy Sheindlin","American lawyer, former judge, television personality, producer, and author","Acting Entertainer","5","Entertainer","-0.5","1","281"
"282","Julia Louis-Dreyfus","American actress, comedian, and producer","Acting Entertainer","1","Entertainer","-0.5","1","282"
"283","Julia Roberts","American actress and producer","Acting Entertainer","3","Entertainer","-0.5","1","283"
"284","Julianna Margulies","American actress and producer","Acting Entertainer","1","Entertainer","-0.5","1","284"
"285","Julie Chen","American television personality, news anchor, and producer for CBS","Acting Entertainer","1","Entertainer","-0.5","1","285"
"286","Julie Cobb","longtime American actress","Acting Entertainer","1","Entertainer","-0.5","1","286"
"287","Julie Dawn Cole","English television, film and stage actress who has been active for some 40 years","Acting Entertainer","1","Entertainer","-0.5","1","287"
"288","Julie Taymor","American director of theater, opera and film","Acting Entertainer","1","Entertainer","-0.5","1","288"
"289","Justin Bartha","American actor, writer, and producer","Acting Entertainer","1","Entertainer","-0.5","1","289"
"290","Karl Malden","American actor","Acting Entertainer","1","Entertainer","-0.5","1","290"
"291","Katharine Hepburn","American actress","Acting Entertainer","7","Entertainer","-0.5","1","291"
"292","Kathy Ireland","American model and actress, turned author and entrepreneur","Acting Entertainer","1","Entertainer","-0.5","1","292"
"293","Katie Holmes","American actress, model, and filmmaker who first achieved fame for her role as Joey Potter on The WB television teen drama Dawson's Creek","Acting Entertainer","3","Entertainer","-0.5","1","293"
"294","Keira Knightley","English actress","Acting Entertainer","1","Entertainer","-0.5","1","294"
"295","Kevin Pollak","American actor, impressionist, and comedian","Acting Entertainer","1","Entertainer","-0.5","1","295"
"296","Kevin Smith","American filmmaker, actor, comedian, public speaker, comic book writer, author, and podcaster","Acting Entertainer","1","Entertainer","-0.5","1","296"
"297","Kim Cattrall","English-Canadian actress","Acting Entertainer","1","Entertainer","-0.5","1","297"
"298","Kim Wayans","American actress, comedian, producer, writer and director","Acting Entertainer","1","Entertainer","-0.5","1","298"
"299","Kirk Cameron","American actor","Acting Entertainer","1","Entertainer","-0.5","1","299"
"300","Kirk Douglas","American actor, producer, director, and author","Acting Entertainer","2","Entertainer","-0.5","1","300"
"301","Kirsten Dunst","American actress","Acting Entertainer","1","Entertainer","-0.5","1","301"
"302","Kirstie Alley","American actress, comedian and spokesmodel","Acting Entertainer","1","Entertainer","-0.5","1","302"
"303","Kit Harington","English actor","Acting Entertainer","1","Entertainer","-0.5","1","303"
"304","Kristen Stewart","American actress and model","Acting Entertainer","2","Entertainer","-0.5","1","304"
"305","Kristin Cavallari","American television personality, fashion designer, and actress","Acting Entertainer","1","Entertainer","-0.5","1","305"
"306","Kyra Sedgwick","American actress and producer","Acting Entertainer","1","Entertainer","-0.5","1","306"
"307","Larry David","American comedian, writer, actor, playwright, and television producer","Acting Entertainer","1","Entertainer","-0.5","1","307"
"308","Larry The Cable Guy","American stand-up comedian, actor, voice artist, country music artist and former radio personality","Acting Entertainer","1","Entertainer","-0.5","1","308"
"309","Laura Linney","American actress","Acting Entertainer","1","Entertainer","-0.5","1","309"
"310","LaWanda Page","American actress and comedian best known for her role as Aunt Esther in the popular 1970s television sitcom Sanford and Son","Acting Entertainer","1","Entertainer","-0.5","1","310"
"311","Leah Remini","American actress, producer, author, and comedian","Acting Entertainer","1","Entertainer","-0.5","1","311"
"312","Lena Dunham","American actress, writer, producer, and director","Acting Entertainer","1","Entertainer","-0.5","1","312"
"313","Liam Hemsworth","Australian actor","Acting Entertainer","1","Entertainer","-0.5","1","313"
"314","Liam Neeson","actor from Northern Ireland","Acting Entertainer","3","Entertainer","-0.5","1","314"
"315","Lina Wertmuller","Italian screenwriter and film director","Acting Entertainer","2","Entertainer","-0.5","1","315"
"316","Linda Blair","American actress","Acting Entertainer","2","Entertainer","-0.5","1","316"
"317","Linda Dano","American actress, author and businesswoman","Acting Entertainer","4","Entertainer","-0.5","1","317"
"318","Linda Evans","American actress known primarily for her roles on television","Acting Entertainer","1","Entertainer","-0.5","1","318"
"319","Lisa Kudrow","American actress, comedian, writer and producer","Acting Entertainer","1","Entertainer","-0.5","1","319"
"320","Lloyd Bridges","American film, stage and television actor who starred in a number of television series and appeared in more than 150 feature films","Acting Entertainer","1","Entertainer","-0.5","1","320"
"321","Loni Anderson","American actress","Acting Entertainer","2","Entertainer","-0.5","1","321"
"322","Lorne Michaels","Canadian-American television producer, writer, comedian, and actor, best known for creating and producing Saturday Night Live","Acting Entertainer","3","Entertainer","-0.5","1","322"
